statement,cluster,tsne_1,tsne_2,cluster_size,cluster_keywords,cluster_coherence
Chinese respondents prioritize AI connectivity over control.,3,36.887352,20.490852,177,"ai, systems, trust, user, ai systems, influence, participants, decision, users, human",-0.7693697108088192
"AI recommendations improve decision-making accuracy for novice users, but not to the level of AI performance.",3,18.00291,1.9236872,177,"ai, systems, trust, user, ai systems, influence, participants, decision, users, human",-0.7693697108088192
"ReadingQuizMaker's NLP suggestions are found to be satisfying and helpful by instructors, enhancing the question design process.",5,-38.72379,-14.806844,126,"users, enhances, user, enables, learning, data, tasks, enhance, design, efficiency",-0.8613863347359014
ProactiveAgent integrates visual and spoken interactions into memory storage to enhance decision support by understanding user intent.,5,-17.155117,18.52393,126,"users, enhances, user, enables, learning, data, tasks, enhance, design, efficiency",-0.8613863347359014
Human players paired with an implicature AI are 71% more likely to perceive their partner as human compared to those paired with a non-implicature AI.,2,20.192202,21.361897,119,"ai, human, systems, perceived, participants, agents, user, ai systems, interaction, ai agents",-0.753548300363739
ReStyle-MusicVAE system enhances music composition by integrating AI-generated melody variation with user-defined stylistic anchors.,7,-42.404007,16.202168,109,"ai, generative, generative ai, enhance, creative, models, tools, design, enhances, creativity",-0.7454560666892962
"Pearl, an AI-based system, enables users to gain insights into workplace wellbeing by visualizing personal data and tagging regions of interest.",5,-18.095789,10.780188,126,"users, enhances, user, enables, learning, data, tasks, enhance, design, efficiency",-0.8613863347359014
"Participants held a more positive attitude toward humans than robots, despite considering the leader more competent.",2,24.127956,29.718187,119,"ai, human, systems, perceived, participants, agents, user, ai systems, interaction, ai agents",-0.753548300363739
"AI interventions assist users with lower visualization literacy in mapping datapoints to the legend, contributing to better document comprehension.",0,-14.760903,-2.2447124,190,"ai, enhance, systems, user, improve, accuracy, users, learning, design, ai systems",-0.7774319254490174
Example-based guidance at service-onboarding improves initial task performance in task-oriented chatbots.,4,-7.720741,25.46343,133,"users, user, perceived, conversational, ai, participants, engagement, task, systems, social",-0.8438458491458725
AI system provides clinicians with an interpretable and objective score of hyperactivity using off-the-shelf watches.,0,-4.601744,-15.890055,190,"ai, enhance, systems, user, improve, accuracy, users, learning, design, ai systems",-0.7774319254490174
"There is a generational shift in perceptions and reactions to agent voice, aligning with the rise of mobile voice assistants.",4,11.884348,23.881165,133,"users, user, perceived, conversational, ai, participants, engagement, task, systems, social",-0.8438458491458725
HAI interactions designed following AI interaction guidelines may not align with ethical guidelines for trustworthy AI and vice versa.,3,34.5747,-0.8761166,177,"ai, systems, trust, user, ai systems, influence, participants, decision, users, human",-0.7693697108088192
AudiLens enhances speech practice flexibility by allowing speakers to configure multiple audience groups and formats.,5,-44.06733,-14.103837,126,"users, enhances, user, enables, learning, data, tasks, enhance, design, efficiency",-0.8613863347359014
"The 'subfloor' layer in participatory models offers technical infrastructure and norms for domains like clinical care, allowing for targeted intervention and deliberation.",5,6.5774536,-24.716927,126,"users, enhances, user, enables, learning, data, tasks, enhance, design, efficiency",-0.8613863347359014
Interactive suggestions in the AI system prompt more iterations and enhance the quality of alt text descriptions without increasing cognitive load.,7,-24.210938,11.126469,109,"ai, generative, generative ai, enhance, creative, models, tools, design, enhances, creativity",-0.7454560666892962
Students showed no preference for incorrect AI answers over correct human answers.,3,29.375534,26.43262,177,"ai, systems, trust, user, ai systems, influence, participants, decision, users, human",-0.7693697108088192
AI-embedded tools in retail are perceived as useful but can also provoke concerns about societal change.,3,37.091007,8.341512,177,"ai, systems, trust, user, ai systems, influence, participants, decision, users, human",-0.7693697108088192
"Explainable AI in interface design enhances perceived usefulness, trust, satisfaction, and intention to use in art therapy assessments.",1,12.71293,-9.038648,106,"ai, explanations, trust, ai explanations, user, enhance, transparency, users, model, models",-0.7234700343267677
GANCollage enhances creativity support by integrating AI-generated visual ideas into the ideation phase.,7,-37.93637,4.1981807,109,"ai, generative, generative ai, enhance, creative, models, tools, design, enhances, creativity",-0.7454560666892962
AI suggestions improve efficiency by automating less engaging shadowing tasks in comic colorization.,0,-41.903458,-0.4176226,190,"ai, enhance, systems, user, improve, accuracy, users, learning, design, ai systems",-0.7774319254490174
AI fitness instructor apps provide valuable feedback and motivation through visual and dialogue interactions.,0,-15.395257,13.466436,190,"ai, enhance, systems, user, improve, accuracy, users, learning, design, ai systems",-0.7774319254490174
AI documentation systems enhance user satisfaction with computational notebooks.,0,-15.516752,-14.551825,190,"ai, enhance, systems, user, improve, accuracy, users, learning, design, ai systems",-0.7774319254490174
Large Language Models redefine human-AI dynamics by acting as collaborative counterparts.,7,-30.640362,-17.32273,109,"ai, generative, generative ai, enhance, creative, models, tools, design, enhances, creativity",-0.7454560666892962
"For women, talkative AI cobots reduce stress in high task load conditions.",4,16.723883,34.96216,133,"users, user, perceived, conversational, ai, participants, engagement, task, systems, social",-0.8438458491458725
AI recommendations and decisions are accepted more frequently than those from human experts.,0,19.899498,2.986486,190,"ai, enhance, systems, user, improve, accuracy, users, learning, design, ai systems",-0.7774319254490174
AI technologies simplify content creation by automating text and image generation.,7,-31.550827,6.3096094,109,"ai, generative, generative ai, enhance, creative, models, tools, design, enhances, creativity",-0.7454560666892962
Language-model-assisted tools enhance agency and confidence in novice researchers through long-term dynamic partnerships with AI.,0,-33.245636,-10.988711,190,"ai, enhance, systems, user, improve, accuracy, users, learning, design, ai systems",-0.7774319254490174
Confidence scores help calibrate human trust in AI models during decision making.,1,23.905071,-13.792126,106,"ai, explanations, trust, ai explanations, user, enhance, transparency, users, model, models",-0.7234700343267677
Instructors prefer the human-AI teaming approach of ReadingQuizMaker over fully automated question generation systems.,0,-38.710533,-13.782039,190,"ai, enhance, systems, user, improve, accuracy, users, learning, design, ai systems",-0.7774319254490174
